,행정구역명,기준일,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,기준월,기준년
1077,용담1동,2019-10-01,7294,3463,2.11,3757,3537,1.06,10,2019
1078,용담1동,2019-11-01,7250,3456,2.1,3731,3519,1.06,11,2019
1079,용담1동,2019-12-01,7225,3443,2.1,3714,3511,1.06,12,2019
1080,용담1동,2020-01-01,7261,3458,2.1,3745,3516,1.07,1,2020
1081,용담1동,2020-02-01,7241,3455,2.1,3733,3508,1.06,2,2020
1082,용담1동,2020-03-01,7226,3455,2.09,3724,3502,1.06,3,2020
1083,용담1동,2020-04-01,7213,3463,2.08,3709,3504,1.06,4,2020
1084,용담1동,2020-05-01,7203,3485,2.07,3706,3497,1.06,5,2020
1085,용담1동,2020-06-01,7174,3485,2.06,3686,3488,1.06,6,2020
1086,용담1동,2020-07-01,7176,3493,2.05,3687,3489,1.06,7,2020
1087,용담1동,2020-08-01,7159,3491,2.05,3673,3486,1.05,8,2020
1088,용담1동,2020-09-01,7096,3469,2.05,3646,3450,1.06,9,2020
1089,용담1동,2020-10-01,7083,3464,2.04,3640,3443,1.06,10,2020
1090,용담1동,2020-11-01,7072,3467,2.04,3632,3440,1.06,11,2020
1091,용담1동,2020-12-01,7050,3456,2.04,3609,3441,1.05,12,2020
1092,용담1동,2021-01-01,6991,3423,2.04,3578,3413,1.05,1,2021
1093,용담1동,2021-02-01,6993,3433,2.04,3581,3412,1.05,2,2021
1094,용담1동,2021-03-01,6939,3396,2.04,3565,3374,1.06,3,2021
1095,용담1동,2021-04-01,6962,3416,2.04,3579,3383,1.06,4,2021
1096,용담1동,2021-05-01,6953,3420,2.03,3576,3377,1.06,5,2021
1097,용담1동,2021-06-01,6937,3420,2.03,3559,3378,1.05,6,2021
1098,용담1동,2021-07-01,6933,3421,2.03,3566,3367,1.06,7,2021
1099,용담1동,2021-08-01,6931,3423,2.02,3568,3363,1.06,8,2021
1100,용담2동,2018-01-01,15713,6470,2.43,7965,7748,1.03,1,2018
1101,용담2동,2018-02-01,15638,6453,2.42,7925,7713,1.03,2,2018
1102,용담2동,2018-03-01,15585,6444,2.42,7901,7684,1.03,3,2018
1103,용담2동,2018-04-01,15590,6457,2.41,7893,7697,1.03,4,2018
1104,용담2동,2018-05-01,15607,6474,2.41,7905,7702,1.03,5,2018
1105,용담2동,2018-06-01,15567,6463,2.41,7894,7673,1.03,6,2018
1106,용담2동,2018-07-01,15561,6463,2.41,7891,7670,1.03,7,2018
1107,용담2동,2018-08-01,15542,6463,2.4,7879,7663,1.03,8,2018
1108,용담2동,2018-09-01,15525,6473,2.4,7878,7647,1.03,9,2018
1109,용담2동,2018-10-01,15527,6484,2.39,7882,7645,1.03,10,2018
1110,용담2동,2018-11-01,15449,6466,2.39,7833,7616,1.03,11,2018
1111,용담2동,2018-12-01,15426,6456,2.39,7820,7606,1.03,12,2018
1112,용담2동,2019-01-01,15360,6436,2.39,7772,7588,1.02,1,2019
1113,용담2동,2019-02-01,15345,6432,2.39,7751,7594,1.02,2,2019
1114,용담2동,2019-03-01,15303,6404,2.39,7726,7577,1.02,3,2019
1115,용담2동,2019-04-01,15278,6406,2.38,7701,7577,1.02,4,2019
1116,용담2동,2019-05-01,15277,6426,2.38,7701,7576,1.02,5,2019
1117,용담2동,2019-06-01,15260,6428,2.37,7690,7570,1.02,6,2019
1118,용담2동,2019-07-01,15255,6423,2.38,7689,7566,1.02,7,2019
1119,용담2동,2019-08-01,15238,6431,2.37,7683,7555,1.02,8,2019
1120,용담2동,2019-09-01,15196,6426,2.36,7659,7537,1.02,9,2019
1121,용담2동,2019-10-01,15124,6420,2.36,7617,7507,1.01,10,2019
1122,용담2동,2019-11-01,15084,6418,2.35,7593,7491,1.01,11,2019
1123,용담2동,2019-12-01,15074,6437,2.34,7580,7494,1.01,12,2019
1124,용담2동,2020-01-01,15051,6440,2.34,7565,7486,1.01,1,2020
1125,용담2동,2020-02-01,15051,6445,2.34,7572,7479,1.01,2,2020
1126,용담2동,2020-03-01,15037,6444,2.33,7569,7468,1.01,3,2020
1127,용담2동,2020-04-01,15010,6459,2.32,7569,7441,1.02,4,2020
1128,용담2동,2020-05-01,14992,6489,2.31,7561,7431,1.02,5,2020
1129,용담2동,2020-06-01,14970,6500,2.3,7561,7409,1.02,6,2020
1130,용담2동,2020-07-01,14961,6499,2.3,7552,7409,1.02,7,2020
1131,용담2동,2020-08-01,14925,6494,2.3,7540,7385,1.02,8,2020
1132,용담2동,2020-09-01,14852,6476,2.29,7488,7364,1.02,9,2020
1133,용담2동,2020-10-01,14820,6477,2.29,7462,7358,1.01,10,2020
1134,용담2동,2020-11-01,14792,6470,2.29,7453,7339,1.02,11,2020
1135,용담2동,2020-12-01,14798,6481,2.28,7458,7340,1.02,12,2020
1136,용담2동,2021-01-01,14749,6482,2.28,7437,7312,1.02,1,2021
1137,용담2동,2021-02-01,14702,6488,2.27,7437,7265,1.02,2,2021
1138,용담2동,2021-03-01,14626,6447,2.27,7426,7200,1.03,3,2021
1139,용담2동,2021-04-01,14625,6454,2.27,7426,7199,1.03,4,2021
1140,용담2동,2021-05-01,14593,6458,2.26,7423,7170,1.04,5,2021
1141,용담2동,2021-06-01,14575,6463,2.26,7409,7166,1.03,6,2021
1142,용담2동,2021-07-01,14527,6448,2.25,7376,7151,1.03,7,2021
1143,용담2동,2021-08-01,14525,6448,2.25,7370,7155,1.03,8,2021
1144,우도면,2018-01-01,1856,1023,1.81,981,875,1.12,1,2018
1145,우도면,2018-02-01,1857,1027,1.81,982,875,1.12,2,2018
1146,우도면,2018-03-01,1865,1034,1.8,990,875,1.13,3,2018
1147,우도면,2018-04-01,1873,1032,1.81,996,877,1.14,4,2018
1148,우도면,2018-05-01,1878,1036,1.81,1001,877,1.14,5,2018
1149,우도면,2018-06-01,1885,1039,1.81,1007,878,1.15,6,2018
1150,우도면,2018-07-01,1888,1037,1.82,1002,886,1.13,7,2018
1151,우도면,2018-08-01,1879,1022,1.84,1000,879,1.14,8,2018
1152,우도면,2018-09-01,1880,1025,1.83,1002,878,1.14,9,2018
1153,우도면,2018-10-01,1870,1022,1.83,994,876,1.13,10,2018
1154,우도면,2018-11-01,1867,1012,1.84,992,875,1.13,11,2018
1155,우도면,2018-12-01,1852,999,1.85,984,868,1.13,12,2018
1156,우도면,2019-01-01,1855,1002,1.85,983,872,1.13,1,2019
1157,우도면,2019-02-01,1861,1002,1.86,980,881,1.11,2,2019
1158,우도면,2019-03-01,1855,1002,1.85,978,877,1.12,3,2019
1159,우도면,2019-04-01,1867,1010,1.85,983,884,1.11,4,2019
1160,우도면,2019-05-01,1876,1014,1.85,990,886,1.12,5,2019
1161,우도면,2019-06-01,1869,1006,1.86,980,889,1.1,6,2019
1162,우도면,2019-07-01,1871,1001,1.87,984,887,1.11,7,2019
1163,우도면,2019-08-01,1889,1014,1.86,992,897,1.11,8,2019
1164,우도면,2019-09-01,1883,1009,1.87,985,898,1.1,9,2019
1165,우도면,2019-10-01,1882,1010,1.86,983,899,1.09,10,2019
1166,우도면,2019-11-01,1862,1007,1.85,979,883,1.11,11,2019
1167,우도면,2019-12-01,1862,1007,1.85,974,888,1.1,12,2019
1168,우도면,2020-01-01,1860,1014,1.83,972,888,1.09,1,2020
1169,우도면,2020-02-01,1843,1011,1.82,971,872,1.11,2,2020
1170,우도면,2020-03-01,1828,999,1.83,963,865,1.11,3,2020
1171,우도면,2020-04-01,1812,993,1.82,953,859,1.11,4,2020
1172,우도면,2020-05-01,1792,989,1.81,938,854,1.1,5,2020
1173,우도면,2020-06-01,1781,984,1.81,935,846,1.11,6,2020
1174,우도면,2020-07-01,1778,981,1.81,932,846,1.1,7,2020
1175,우도면,2020-08-01,1768,977,1.81,921,847,1.09,8,2020
1176,우도면,2020-09-01,1752,976,1.8,908,844,1.08,9,2020
1177,우도면,2020-10-01,1750,972,1.8,909,841,1.08,10,2020
1178,우도면,2020-11-01,1753,975,1.8,910,843,1.08,11,2020
1179,우도면,2020-12-01,1740,966,1.8,908,832,1.09,12,2020
1180,우도면,2021-01-01,1741,961,1.81,906,835,1.09,1,2021
1181,우도면,2021-02-01,1746,961,1.82,910,836,1.09,2,2021
1182,우도면,2021-03-01,1734,947,1.83,907,827,1.1,3,2021
1183,우도면,2021-04-01,1722,947,1.82,897,825,1.09,4,2021
1184,우도면,2021-05-01,1719,944,1.82,895,824,1.09,5,2021
1185,우도면,2021-06-01,1722,942,1.83,903,819,1.1,6,2021
1186,우도면,2021-07-01,1713,933,1.84,899,814,1.1,7,2021
1187,우도면,2021-08-01,1701,929,1.83,894,807,1.11,8,2021
1188,이도1동,2018-01-01,7955,3682,2.16,3980,3975,1.0,1,2018
1189,이도1동,2018-02-01,7926,3670,2.16,3969,3957,1.0,2,2018
1190,이도1동,2018-03-01,7928,3677,2.16,3979,3949,1.01,3,2018
1191,이도1동,2018-04-01,7917,3664,2.16,3977,3940,1.01,4,2018
1192,이도1동,2018-05-01,7907,3684,2.15,3958,3949,1.0,5,2018
1193,이도1동,2018-06-01,7880,3669,2.15,3933,3947,1.0,6,2018
1194,이도1동,2018-07-01,7875,3678,2.14,3920,3955,0.99,7,2018
1195,이도1동,2018-08-01,7883,3683,2.14,3927,3956,0.99,8,2018
1196,이도1동,2018-09-01,7872,3678,2.14,3914,3958,0.99,9,2018
1197,이도1동,2018-10-01,7862,3679,2.14,3901,3961,0.98,10,2018
1198,이도1동,2018-11-01,7865,3676,2.14,3898,3967,0.98,11,2018
1199,이도1동,2018-12-01,7851,3677,2.14,3884,3967,0.98,12,2018
1200,이도1동,2019-01-01,7824,3664,2.14,3859,3965,0.97,1,2019
1201,이도1동,2019-02-01,7821,3673,2.13,3848,3973,0.97,2,2019
1202,이도1동,2019-03-01,7761,3684,2.11,3822,3939,0.97,3,2019
1203,이도1동,2019-04-01,7716,3662,2.11,3786,3930,0.96,4,2019
1204,이도1동,2019-05-01,7703,3656,2.11,3780,3923,0.96,5,2019
1205,이도1동,2019-06-01,7694,3645,2.11,3773,3921,0.96,6,2019
1206,이도1동,2019-07-01,7690,3644,2.11,3780,3910,0.97,7,2019
1207,이도1동,2019-08-01,7655,3637,2.1,3772,3883,0.97,8,2019
1208,이도1동,2019-09-01,7660,3640,2.1,3771,3889,0.97,9,2019
1209,이도1동,2019-10-01,7656,3641,2.1,3760,3896,0.97,10,2019
1210,이도1동,2019-11-01,7617,3628,2.1,3752,3865,0.97,11,2019
1211,이도1동,2019-12-01,7649,3645,2.1,3773,3876,0.97,12,2019
1212,이도1동,2020-01-01,7688,3665,2.1,3784,3904,0.97,1,2020
1213,이도1동,2020-02-01,7702,3680,2.09,3797,3905,0.97,2,2020
1214,이도1동,2020-03-01,7691,3676,2.09,3806,3885,0.98,3,2020
1215,이도1동,2020-04-01,7686,3702,2.08,3809,3877,0.98,4,2020
1216,이도1동,2020-05-01,7676,3717,2.07,3816,3860,0.99,5,2020
1217,이도1동,2020-06-01,7670,3730,2.06,3809,3861,0.99,6,2020
1218,이도1동,2020-07-01,7664,3739,2.05,3810,3854,0.99,7,2020
1219,이도1동,2020-08-01,7645,3739,2.04,3803,3842,0.99,8,2020
1220,이도1동,2020-09-01,7680,3767,2.04,3818,3862,0.99,9,2020
1221,이도1동,2020-10-01,7674,3783,2.03,3818,3856,0.99,10,2020
1222,이도1동,2020-11-01,7670,3791,2.02,3820,3850,0.99,11,2020
1223,이도1동,2020-12-01,7683,3803,2.02,3826,3857,0.99,12,2020
1224,이도1동,2021-01-01,7635,3786,2.02,3793,3842,0.99,1,2021
1225,이도1동,2021-02-01,7572,3765,2.01,3768,3804,0.99,2,2021
1226,이도1동,2021-03-01,7534,3733,2.02,3743,3791,0.99,3,2021
1227,이도1동,2021-04-01,7541,3734,2.02,3744,3797,0.99,4,2021
1228,이도1동,2021-05-01,7509,3728,2.01,3715,3794,0.98,5,2021
1229,이도1동,2021-06-01,7537,3754,2.01,3739,3798,0.98,6,2021
1230,이도1동,2021-07-01,7556,3754,2.01,3748,3808,0.98,7,2021
1231,이도1동,2021-08-01,7555,3767,2.01,3734,3821,0.98,8,2021
1232,이도2동,2018-01-01,50103,19378,2.59,24510,25593,0.96,1,2018
1233,이도2동,2018-02-01,49905,19357,2.58,24417,25488,0.96,2,2018
1234,이도2동,2018-03-01,49821,19390,2.57,24400,25421,0.96,3,2018
1235,이도2동,2018-04-01,49813,19391,2.57,24393,25420,0.96,4,2018
1236,이도2동,2018-05-01,49883,19455,2.56,24448,25435,0.96,5,2018
1237,이도2동,2018-06-01,49914,19494,2.56,24462,25452,0.96,6,2018
1238,이도2동,2018-07-01,49828,19531,2.55,24445,25383,0.96,7,2018
1239,이도2동,2018-08-01,49817,19574,2.55,24424,25393,0.96,8,2018
1240,이도2동,2018-09-01,49784,19591,2.54,24429,25355,0.96,9,2018
1241,이도2동,2018-10-01,49732,19632,2.53,24430,25302,0.97,10,2018
1242,이도2동,2018-11-01,49672,19602,2.53,24381,25291,0.96,11,2018
1243,이도2동,2018-12-01,49456,19526,2.53,24256,25200,0.96,12,2018
1244,이도2동,2019-01-01,49649,19646,2.53,24358,25291,0.96,1,2019
1245,이도2동,2019-02-01,49716,19718,2.52,24412,25304,0.96,2,2019
1246,이도2동,2019-03-01,49769,19797,2.51,24438,25331,0.96,3,2019
1247,이도2동,2019-04-01,49851,19891,2.51,24485,25366,0.97,4,2019
1248,이도2동,2019-05-01,49945,19975,2.5,24542,25403,0.97,5,2019
1249,이도2동,2019-06-01,49982,20016,2.5,24537,25445,0.96,6,2019
1250,이도2동,2019-07-01,50038,20086,2.49,24576,25462,0.97,7,2019
1251,이도2동,2019-08-01,50060,20139,2.49,24598,25462,0.97,8,2019
1252,이도2동,2019-09-01,50088,20166,2.48,24652,25436,0.97,9,2019
1253,이도2동,2019-10-01,50081,20210,2.48,24623,25458,0.97,10,2019
1254,이도2동,2019-11-01,50038,20229,2.47,24599,25439,0.97,11,2019
1255,이도2동,2019-12-01,49964,20241,2.47,24554,25410,0.97,12,2019
1256,이도2동,2020-01-01,49953,20267,2.46,24525,25428,0.96,1,2020
1257,이도2동,2020-02-01,49942,20289,2.46,24529,25413,0.97,2,2020
1258,이도2동,2020-03-01,50011,20386,2.45,24570,25441,0.97,3,2020
1259,이도2동,2020-04-01,50040,20492,2.44,24591,25449,0.97,4,2020
1260,이도2동,2020-05-01,50074,20629,2.43,24629,25445,0.97,5,2020
1261,이도2동,2020-06-01,50115,20694,2.42,24651,25464,0.97,6,2020
1262,이도2동,2020-07-01,50136,20719,2.42,24640,25496,0.97,7,2020
1263,이도2동,2020-08-01,50112,20758,2.41,24635,25477,0.97,8,2020
1264,이도2동,2020-09-01,49986,20753,2.41,24530,25456,0.96,9,2020
1265,이도2동,2020-10-01,50006,20788,2.41,24541,25465,0.96,10,2020
1266,이도2동,2020-11-01,49947,20746,2.41,24512,25435,0.96,11,2020
1267,이도2동,2020-12-01,49834,20767,2.4,24446,25388,0.96,12,2020
1268,이도2동,2021-01-01,49801,20838,2.39,24431,25370,0.96,1,2021
1269,이도2동,2021-02-01,49638,20838,2.38,24314,25324,0.96,2,2021
1270,이도2동,2021-03-01,49541,20846,2.38,24287,25254,0.96,3,2021
1271,이도2동,2021-04-01,49555,20887,2.37,24287,25268,0.96,4,2021
1272,이도2동,2021-05-01,49559,20924,2.37,24301,25258,0.96,5,2021
1273,이도2동,2021-06-01,49553,20937,2.37,24299,25254,0.96,6,2021
1274,이도2동,2021-07-01,49574,20991,2.36,24305,25269,0.96,7,2021
1275,이도2동,2021-08-01,49529,21039,2.35,24275,25254,0.96,8,2021
1276,이호동,2018-01-01,4168,1679,2.48,2152,2016,1.07,1,2018
1277,이호동,2018-02-01,4177,1692,2.47,2158,2019,1.07,2,2018
1278,이호동,2018-03-01,4258,1719,2.48,2198,2060,1.07,3,2018
1279,이호동,2018-04-01,4291,1725,2.49,2224,2067,1.08,4,2018
1280,이호동,2018-05-01,4320,1741,2.48,2243,2077,1.08,5,2018
1281,이호동,2018-06-01,4354,1762,2.47,2261,2093,1.08,6,2018
1282,이호동,2018-07-01,4395,1784,2.46,2286,2109,1.08,7,2018
1283,이호동,2018-08-01,4444,1797,2.47,2310,2134,1.08,8,2018
1284,이호동,2018-09-01,4485,1804,2.49,2325,2160,1.08,9,2018
1285,이호동,2018-10-01,4464,1807,2.47,2308,2156,1.07,10,2018
1286,이호동,2018-11-01,4469,1816,2.46,2311,2158,1.07,11,2018
1287,이호동,2018-12-01,4495,1829,2.46,2324,2171,1.07,12,2018
1288,이호동,2019-01-01,4524,1847,2.45,2341,2183,1.07,1,2019
1289,이호동,2019-02-01,4519,1850,2.44,2331,2188,1.07,2,2019
1290,이호동,2019-03-01,4537,1873,2.42,2337,2200,1.06,3,2019
1291,이호동,2019-04-01,4551,1876,2.43,2339,2212,1.06,4,2019
1292,이호동,2019-05-01,4569,1880,2.43,2350,2219,1.06,5,2019
1293,이호동,2019-06-01,4556,1879,2.42,2339,2217,1.06,6,2019
1294,이호동,2019-07-01,4569,1889,2.42,2353,2216,1.06,7,2019
1295,이호동,2019-08-01,4576,1894,2.42,2362,2214,1.07,8,2019
1296,이호동,2019-09-01,4545,1894,2.4,2346,2199,1.07,9,2019
1297,이호동,2019-10-01,4572,1902,2.4,2360,2212,1.07,10,2019
1298,이호동,2019-11-01,4547,1894,2.4,2357,2190,1.08,11,2019
1299,이호동,2019-12-01,4569,1907,2.4,2374,2195,1.08,12,2019
1300,이호동,2020-01-01,4573,1910,2.39,2368,2205,1.07,1,2020
1301,이호동,2020-02-01,4553,1909,2.39,2360,2193,1.08,2,2020
1302,이호동,2020-03-01,4560,1909,2.39,2367,2193,1.08,3,2020
1303,이호동,2020-04-01,4576,1915,2.39,2372,2204,1.08,4,2020
1304,이호동,2020-05-01,4583,1928,2.38,2374,2209,1.07,5,2020
1305,이호동,2020-06-01,4602,1942,2.37,2386,2216,1.08,6,2020
1306,이호동,2020-07-01,4597,1942,2.37,2378,2219,1.07,7,2020
1307,이호동,2020-08-01,4580,1938,2.36,2366,2214,1.07,8,2020
1308,이호동,2020-09-01,4591,1941,2.37,2378,2213,1.07,9,2020
1309,이호동,2020-10-01,4596,1936,2.37,2377,2219,1.07,10,2020
1310,이호동,2020-11-01,4573,1931,2.37,2375,2198,1.08,11,2020
1311,이호동,2020-12-01,4572,1941,2.36,2386,2186,1.09,12,2020
1312,이호동,2021-01-01,4564,1945,2.35,2378,2186,1.09,1,2021
1313,이호동,2021-02-01,4554,1947,2.34,2370,2184,1.09,2,2021
1314,이호동,2021-03-01,4563,1942,2.35,2371,2192,1.08,3,2021
1315,이호동,2021-04-01,4568,1944,2.35,2372,2196,1.08,4,2021
1316,이호동,2021-05-01,4534,1934,2.34,2358,2176,1.08,5,2021
1317,이호동,2021-06-01,4520,1936,2.33,2356,2164,1.09,6,2021
1318,이호동,2021-07-01,4519,1941,2.33,2356,2163,1.09,7,2021
1319,이호동,2021-08-01,4530,1951,2.32,2355,2175,1.08,8,2021
1320,일도1동,2018-01-01,3039,1703,1.78,1586,1453,1.09,1,2018
1321,일도1동,2018-02-01,2995,1682,1.78,1570,1425,1.1,2,2018
1322,일도1동,2018-03-01,2977,1677,1.78,1561,1416,1.1,3,2018
1323,일도1동,2018-04-01,2983,1675,1.78,1564,1419,1.1,4,2018
1324,일도1동,2018-05-01,2985,1668,1.79,1562,1423,1.1,5,2018
1325,일도1동,2018-06-01,2976,1664,1.79,1559,1417,1.1,6,2018
1326,일도1동,2018-07-01,2958,1650,1.79,1549,1409,1.1,7,2018
1327,일도1동,2018-08-01,2959,1652,1.79,1550,1409,1.1,8,2018
1328,일도1동,2018-09-01,2938,1643,1.79,1537,1401,1.1,9,2018
1329,일도1동,2018-10-01,2925,1630,1.79,1537,1388,1.11,10,2018
1330,일도1동,2018-11-01,2906,1622,1.79,1522,1384,1.1,11,2018
1331,일도1동,2018-12-01,2884,1623,1.78,1517,1367,1.11,12,2018
1332,일도1동,2019-01-01,2870,1628,1.76,1511,1359,1.11,1,2019
1333,일도1동,2019-02-01,2873,1632,1.76,1511,1362,1.11,2,2019
1334,일도1동,2019-03-01,2870,1631,1.76,1501,1369,1.1,3,2019
1335,일도1동,2019-04-01,2849,1623,1.76,1493,1356,1.1,4,2019
1336,일도1동,2019-05-01,2832,1615,1.75,1487,1345,1.11,5,2019
1337,일도1동,2019-06-01,2817,1618,1.74,1480,1337,1.11,6,2019
1338,일도1동,2019-07-01,2804,1612,1.74,1473,1331,1.11,7,2019
1339,일도1동,2019-08-01,2774,1595,1.74,1456,1318,1.1,8,2019
1340,일도1동,2019-09-01,2775,1588,1.75,1456,1319,1.1,9,2019
1341,일도1동,2019-10-01,2747,1582,1.74,1439,1308,1.1,10,2019
1342,일도1동,2019-11-01,2731,1569,1.74,1426,1305,1.09,11,2019
1343,일도1동,2019-12-01,2724,1564,1.74,1423,1301,1.09,12,2019
1344,일도1동,2020-01-01,2701,1556,1.74,1413,1288,1.1,1,2020
1345,일도1동,2020-02-01,2671,1542,1.73,1401,1270,1.1,2,2020
1346,일도1동,2020-03-01,2676,1543,1.73,1405,1271,1.11,3,2020
1347,일도1동,2020-04-01,2675,1552,1.72,1411,1264,1.12,4,2020
1348,일도1동,2020-05-01,2665,1548,1.72,1406,1259,1.12,5,2020
1349,일도1동,2020-06-01,2669,1555,1.72,1411,1258,1.12,6,2020
1350,일도1동,2020-07-01,2655,1549,1.71,1403,1252,1.12,7,2020
1351,일도1동,2020-08-01,2640,1538,1.72,1392,1248,1.12,8,2020
1352,일도1동,2020-09-01,2633,1535,1.72,1390,1243,1.12,9,2020
1353,일도1동,2020-10-01,2615,1528,1.71,1372,1243,1.1,10,2020
1354,일도1동,2020-11-01,2613,1526,1.71,1372,1241,1.11,11,2020
1355,일도1동,2020-12-01,2584,1511,1.71,1362,1222,1.11,12,2020
1356,일도1동,2021-01-01,2561,1506,1.7,1347,1214,1.11,1,2021
1357,일도1동,2021-02-01,2544,1500,1.7,1339,1205,1.11,2,2021
1358,일도1동,2021-03-01,2485,1436,1.73,1316,1169,1.13,3,2021
1359,일도1동,2021-04-01,2464,1426,1.73,1301,1163,1.12,4,2021
1360,일도1동,2021-05-01,2454,1417,1.73,1301,1153,1.13,5,2021
1361,일도1동,2021-06-01,2465,1420,1.74,1309,1156,1.13,6,2021
1362,일도1동,2021-07-01,2460,1420,1.73,1303,1157,1.13,7,2021
1363,일도1동,2021-08-01,2451,1417,1.73,1300,1151,1.13,8,2021
1364,일도2동,2018-01-01,34985,13185,2.65,17188,17797,0.97,1,2018
1365,일도2동,2018-02-01,34953,13191,2.65,17177,17776,0.97,2,2018
1366,일도2동,2018-03-01,34960,13221,2.64,17167,17793,0.96,3,2018
1367,일도2동,2018-04-01,34937,13231,2.64,17171,17766,0.97,4,2018
1368,일도2동,2018-05-01,34872,13225,2.64,17140,17732,0.97,5,2018
1369,일도2동,2018-06-01,34782,13223,2.63,17112,17670,0.97,6,2018
1370,일도2동,2018-07-01,34684,13194,2.63,17060,17624,0.97,7,2018
1371,일도2동,2018-08-01,34697,13216,2.63,17078,17619,0.97,8,2018
1372,일도2동,2018-09-01,34662,13219,2.62,17058,17604,0.97,9,2018
1373,일도2동,2018-10-01,34653,13263,2.61,17040,17613,0.97,10,2018
1374,일도2동,2018-11-01,34586,13250,2.61,16999,17587,0.97,11,2018
1375,일도2동,2018-12-01,34388,13187,2.61,16893,17495,0.97,12,2018
1376,일도2동,2019-01-01,34190,13144,2.6,16802,17388,0.97,1,2019
1377,일도2동,2019-02-01,34120,13144,2.6,16766,17354,0.97,2,2019
1378,일도2동,2019-03-01,34074,13147,2.59,16753,17321,0.97,3,2019
1379,일도2동,2019-04-01,34032,13157,2.59,16762,17270,0.97,4,2019
1380,일도2동,2019-05-01,34002,13166,2.58,16749,17253,0.97,5,2019
1381,일도2동,2019-06-01,33982,13186,2.58,16754,17228,0.97,6,2019
1382,일도2동,2019-07-01,33965,13226,2.57,16730,17235,0.97,7,2019
1383,일도2동,2019-08-01,33878,13216,2.56,16694,17184,0.97,8,2019
1384,일도2동,2019-09-01,33885,13231,2.56,16689,17196,0.97,9,2019
1385,일도2동,2019-10-01,33856,13250,2.56,16668,17188,0.97,10,2019
1386,일도2동,2019-11-01,33791,13237,2.55,16630,17161,0.97,11,2019
1387,일도2동,2019-12-01,33683,13196,2.55,16565,17118,0.97,12,2019
1388,일도2동,2020-01-01,33612,13184,2.55,16549,17063,0.97,1,2020
1389,일도2동,2020-02-01,33578,13225,2.54,16538,17040,0.97,2,2020
1390,일도2동,2020-03-01,33493,13245,2.53,16477,17016,0.97,3,2020
1391,일도2동,2020-04-01,33405,13304,2.51,16429,16976,0.97,4,2020
1392,일도2동,2020-05-01,33362,13325,2.5,16405,16957,0.97,5,2020
1393,일도2동,2020-06-01,33333,13339,2.5,16400,16933,0.97,6,2020
1394,일도2동,2020-07-01,33300,13364,2.49,16392,16908,0.97,7,2020
1395,일도2동,2020-08-01,33232,13350,2.49,16351,16881,0.97,8,2020
1396,일도2동,2020-09-01,33192,13368,2.48,16344,16848,0.97,9,2020
1397,일도2동,2020-10-01,33188,13389,2.48,16330,16858,0.97,10,2020
1398,일도2동,2020-11-01,33118,13366,2.48,16297,16821,0.97,11,2020
1399,일도2동,2020-12-01,33062,13373,2.47,16280,16782,0.97,12,2020
1400,일도2동,2021-01-01,32888,13340,2.47,16179,16709,0.97,1,2021
1401,일도2동,2021-02-01,32890,13367,2.46,16176,16714,0.97,2,2021
1402,일도2동,2021-03-01,32714,13294,2.46,16107,16607,0.97,3,2021
1403,일도2동,2021-04-01,32678,13306,2.46,16089,16589,0.97,4,2021
1404,일도2동,2021-05-01,32671,13346,2.45,16089,16582,0.97,5,2021
1405,일도2동,2021-06-01,32646,13350,2.45,16077,16569,0.97,6,2021
1406,일도2동,2021-07-01,32645,13380,2.44,16072,16573,0.97,7,2021
1407,일도2동,2021-08-01,32560,13383,2.43,16027,16533,0.97,8,2021
1408,정방동,2018-01-01,2461,1411,1.74,1275,1186,1.08,1,2018
1409,정방동,2018-02-01,2442,1400,1.74,1264,1178,1.07,2,2018
1410,정방동,2018-03-01,2425,1393,1.74,1255,1170,1.07,3,2018
1411,정방동,2018-04-01,2417,1384,1.75,1244,1173,1.06,4,2018
1412,정방동,2018-05-01,2430,1391,1.75,1242,1188,1.05,5,2018
1413,정방동,2018-06-01,2419,1386,1.75,1238,1181,1.05,6,2018
1414,정방동,2018-07-01,2395,1367,1.75,1219,1176,1.04,7,2018
1415,정방동,2018-08-01,2378,1363,1.74,1212,1166,1.04,8,2018
1416,정방동,2018-09-01,2356,1347,1.75,1200,1156,1.04,9,2018
1417,정방동,2018-10-01,2347,1348,1.74,1193,1154,1.03,10,2018
1418,정방동,2018-11-01,2332,1344,1.74,1187,1145,1.04,11,2018
1419,정방동,2018-12-01,2333,1342,1.74,1189,1144,1.04,12,2018
1420,정방동,2019-01-01,2346,1348,1.74,1186,1160,1.02,1,2019
1421,정방동,2019-02-01,2321,1339,1.73,1166,1155,1.01,2,2019
1422,정방동,2019-03-01,2328,1346,1.73,1172,1156,1.01,3,2019
1423,정방동,2019-04-01,2321,1340,1.73,1168,1153,1.01,4,2019
1424,정방동,2019-05-01,2330,1344,1.73,1181,1149,1.03,5,2019
1425,정방동,2019-06-01,2334,1335,1.75,1178,1156,1.02,6,2019
1426,정방동,2019-07-01,2324,1336,1.74,1167,1157,1.01,7,2019
1427,정방동,2019-08-01,2304,1324,1.74,1159,1145,1.01,8,2019
1428,정방동,2019-09-01,2284,1317,1.73,1146,1138,1.01,9,2019
1429,정방동,2019-10-01,2294,1318,1.74,1154,1140,1.01,10,2019
